t, reading, imuVal 
335.04700, 223.00000, 28341.62967
335.09700, 718.00000, 28577.13829
335.14700, 126.00000, 28480.43171
335.19700, 430.00000, 27154.40793
335.24700, 899.00000, 24174.49140
335.29700, 295.00000, 22180.16492
335.34700, 900.00000, 23110.48770
335.39700, 274.00000, 25141.97891
335.44700, 140.00000, 27058.36198
335.49700, 900.00000, 29404.39781
335.54700, 253.00000, 31672.56779
335.59700, 132.00000, 32589.71377
335.64800, 900.00000, 31277.36442
335.69700, 225.00000, 28215.82049
335.74700, 140.00000, 25450.27038
335.79700, 128.00000, 24008.76537
335.84700, 900.00000, 23736.44711
335.89700, 151.00000, 25361.35468
335.94800, 127.00000, 28513.34848
335.99700, 900.00000, 30989.79570
336.04700, 219.00000, 31767.79541
336.09700, 131.00000, 30777.32516
336.14700, 131.00000, 27520.46582
336.19700, 129.00000, 23069.48781
336.24800, 128.00000, 20432.57608
336.29700, 128.00000, 20503.30025
336.34700, 899.00000, 21299.48932
336.39700, 131.00000, 22737.66099
336.44700, 899.00000, 25895.70962
336.49700, 900.00000, 28871.75503
336.54800, 140.00000, 29613.12593
336.59700, 131.00000, 28703.40015
336.64700, 900.00000, 26612.60006
336.69700, 129.00000, 23061.70651
336.74700, 130.00000, 19807.28201
336.79700, 127.00000, 19344.72522
336.84800, 899.00000, 21578.55385
336.89700, 136.00000, 24716.93682
336.94700, 899.00000, 27558.99169
336.99700, 899.00000, 29521.11959
337.04700, 154.00000, 30300.49049
337.09800, 131.00000, 30214.36206
337.14800, 899.00000, 29365.00117
337.19700, 143.00000, 27764.52634
337.24700, 131.00000, 25646.81933
337.29700, 130.00000, 22697.60973
337.34700, 129.00000, 19801.48726
337.39800, 899.00000, 19352.32041
337.44800, 128.00000, 22211.42518
337.49700, 900.00000, 26743.35283
337.54700, 900.00000, 30435.82941
337.59700, 139.00000, 31844.96061
337.64700, 879.00000, 31455.52714
337.69800, 900.00000, 30867.74729
337.74800, 200.00000, 31184.45184
337.79700, 136.00000, 31756.92358
337.84700, 900.00000, 30218.83566
337.89700, 132.00000, 25808.14766
337.94700, 129.00000, 22204.17764
337.99800, 899.00000, 23090.91096
338.04800, 127.00000, 27137.92534
338.09700, 133.00000, 30129.46729
338.14700, 130.00000, 29983.08410
338.19700, 127.00000, 28603.28946
338.24700, 899.00000, 28442.46326
338.29800, 130.00000, 29091.45447
338.34800, 129.00000, 28553.38409
338.39700, 126.00000, 25750.02363
338.44700, 128.00000, 22567.04241
338.49700, 899.00000, 23306.19480
338.54700, 899.00000, 28217.22736
338.59800, 138.00000, 31681.47649
338.64800, 127.00000, 30432.44985
338.69700, 899.00000, 27310.37230
338.74700, 187.00000, 26122.43136
338.79700, 135.00000, 27606.10587
338.84800, 899.00000, 30291.46084
338.89800, 129.00000, 32287.52615
338.94800, 144.00000, 31067.31006
338.99700, 127.00000, 26163.47063
339.04700, 899.00000, 22820.76443
339.09700, 900.00000, 25236.74321
339.14800, 142.00000, 29955.85468
339.19800, 899.00000, 31765.05757
339.24800, 899.00000, 29962.78351
339.29700, 156.00000, 27156.14823
339.34700, 899.00000, 25809.71539
339.39700, 899.00000, 26701.86955
339.44800, 138.00000, 28960.67791
339.49800, 129.00000, 30737.00426
339.54800, 130.00000, 30136.03702
339.59700, 131.00000, 26655.02037
339.64700, 130.00000, 22533.51139
339.69700, 899.00000, 20490.99264
339.74800, 132.00000, 20661.38774
339.79800, 899.00000, 21779.97842
339.84800, 899.00000, 22743.18916
339.89700, 145.00000, 23101.33507
339.94700, 132.00000, 23444.78752
339.99700, 899.00000, 24531.71749
340.04800, 126.00000, 26488.16863
340.09800, 134.00000, 28485.77296
340.14800, 130.00000, 28656.62936
340.19700, 130.00000, 25658.09743
340.24700, 129.00000, 21493.66992
340.29800, 899.00000, 19957.17044
340.34800, 137.00000, 21825.12823
340.39800, 131.00000, 25051.94791
340.44800, 899.00000, 27474.97523
340.49700, 149.00000, 27840.28334
340.54700, 134.00000, 26852.54023
340.59800, 899.00000, 26268.76268
340.64800, 899.00000, 26668.32037
340.69800, 134.00000, 27595.93700
340.74800, 899.00000, 27454.37829
340.79700, 128.00000, 24352.70627
340.84700, 127.00000, 20398.17442
340.89800, 900.00000, 20093.14463
340.94800, 134.00000, 24111.87700
340.99800, 130.00000, 29108.08420
341.04800, 899.00000, 30936.81856
341.09700, 136.00000, 28309.34436
341.14700, 132.00000, 24481.16839
341.19800, 899.00000, 23261.94707
341.24800, 129.00000, 24355.60830
341.29800, 132.00000, 24584.67265
341.34800, 129.00000, 22931.80545
341.39700, 899.00000, 21274.11475
341.44700, 130.00000, 21050.84384
341.49800, 129.00000, 21943.66833
341.54800, 899.00000, 22857.78848
341.59800, 129.00000, 23543.91033
341.64800, 128.00000, 24807.30593
341.69700, 899.00000, 26944.06795
341.74700, 135.00000, 29116.29220
341.79800, 130.00000, 30189.97306
341.84800, 899.00000, 29459.43331
341.89800, 138.00000, 27452.32219
341.94700, 129.00000, 26281.89723
341.99700, 899.00000, 27130.87369
342.04800, 137.00000, 28330.16488
342.09800, 130.00000, 27423.60419
342.14800, 129.00000, 23705.47538
342.19800, 899.00000, 19547.39395
342.24700, 128.00000, 19148.70077
342.29700, 899.00000, 23643.81780
342.34800, 899.00000, 29200.60345
342.39800, 132.00000, 31355.68023
342.44800, 899.00000, 29096.22066
342.49800, 900.00000, 25158.26263
342.54700, 144.00000, 23132.39394
342.59700, 132.00000, 24219.42155
342.64800, 899.00000, 26885.86792
342.69800, 148.00000, 27968.88966
342.74800, 133.00000, 25923.12496
342.79800, 129.00000, 23316.31111
342.84700, 899.00000, 22891.76642
342.89700, 127.00000, 24689.27984
342.94800, 137.00000, 27740.55033
